"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"199","RT @lesliefriday: Proud of the work @SociosEnSalud has done in #Peru as part of @endTB. We're delivering new drugs to patients w/ extensive…",FALSE,0,NA,2018-09-25 05:04:27,FALSE,NA,"1044452548504154113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tonisoriano66",5,TRUE,FALSE,NA,NA
"200","RT @lesliefriday: Proud of the work @SociosEnSalud has done in #Peru as part of @endTB. We're delivering new drugs to patients w/ extensive…",FALSE,0,NA,2018-09-25 03:04:44,FALSE,NA,"1044422422387023872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tbexperimental",5,TRUE,FALSE,NA,NA
"201","RT @lesliefriday: Proud of the work @SociosEnSalud has done in #Peru as part of @endTB. We're delivering new drugs to patients w/ extensive…",FALSE,0,NA,2018-09-25 02:30:28,FALSE,NA,"1044413798470348800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","megan_b_murray",5,TRUE,FALSE,NA,NA
"202","@luisferpo @DTVTotal Tmb gano la mejor hinchada del mundo : PERU",FALSE,0,"luisferpo",2018-09-25 00:49:00,FALSE,"1044376327183372288","1044388262763266049","64851710","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mc_cubbin",0,FALSE,FALSE,NA,NA
"203","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 23:42:36,FALSE,NA,"1044371552735821824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mari22ss",18,TRUE,FALSE,NA,NA
"204","RT @lesliefriday: Proud of the work @SociosEnSalud has done in #Peru as part of @endTB. We're delivering new drugs to patients w/ extensive…",FALSE,0,NA,2018-09-24 23:27:46,FALSE,NA,"1044367821965119488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isaacholeman",5,TRUE,FALSE,NA,NA
"205","Our MIRT 2018 Summer Newsletter is here! Inside this issue of the newsletter, we share our MIRT Fellows’ mid-trip r… https://t.co/P8aaeRjYnD",FALSE,1,NA,2018-09-24 20:47:03,TRUE,NA,"1044327375264206848",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hsphmirt",0,FALSE,FALSE,NA,NA
"206","Proud of the work @SociosEnSalud has done in #Peru as part of @endTB. We're delivering new drugs to patients w/ ext… https://t.co/7lt62zl7dm",FALSE,9,NA,2018-09-24 20:37:44,TRUE,NA,"1044325030983864321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lesliefriday",5,FALSE,FALSE,NA,NA
"207","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 20:23:39,FALSE,NA,"1044321486083887104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","poetrynct",18,TRUE,FALSE,NA,NA
"208","@AlaskaAir Peru #mostwestcoast #tweetforatreat569",FALSE,0,"AlaskaAir",2018-09-24 19:40:41,FALSE,NA,"1044310672597643264","13192972","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Connect2Mark",0,FALSE,FALSE,NA,NA
"209","OMFG!! only in Peru @spencerlandia https://t.co/akfZ3tC11j",FALSE,0,NA,2018-09-24 16:56:40,FALSE,NA,"1044269397718822915",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManuColque",0,FALSE,FALSE,NA,NA
"210","Fantastic presentation by former Minister of Health #Peru &amp; current public health champion @Pattyjannet1 about publ… https://t.co/P2pylskjEu",FALSE,3,NA,2018-09-24 16:38:45,TRUE,NA,"1044264886090518529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kletjianfdn",0,FALSE,FALSE,NA,NA
"211","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 15:24:08,FALSE,NA,"1044246110439706625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itssaracorrea",18,TRUE,FALSE,NA,NA
"212","“The technicians from the Pangoa cooperative has taught us how to prune correctly, how to control disease, how to f… https://t.co/LiQQtZduHR",FALSE,1,NA,2018-09-24 15:00:14,TRUE,NA,"1044240097338634242",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","RootCapital",0,FALSE,FALSE,NA,NA
"213","RT @alvarobendrell: ”La lucha contra el cambio climático es una obligación moral, convicción personal y una política de estado” - president…",FALSE,0,NA,2018-09-24 14:29:46,FALSE,NA,"1044232429849006080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sspxs",1,TRUE,FALSE,NA,NA
"214","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 14:29:00,FALSE,NA,"1044232234583166976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rwfaeltjc",18,TRUE,FALSE,NA,NA
"215","”La lucha contra el cambio climático es una obligación moral, convicción personal y una política de estado” - presi… https://t.co/cWEnKZJMWP",FALSE,5,NA,2018-09-24 14:24:04,TRUE,NA,"1044230994629406721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alvarobendrell",1,FALSE,FALSE,NA,NA
"216","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 14:19:11,FALSE,NA,"1044229766444920833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elmmiy",18,TRUE,FALSE,NA,NA
"217","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 14:01:09,FALSE,NA,"1044225226115096577",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","wileninha",18,TRUE,FALSE,NA,NA
"218","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 13:09:07,FALSE,NA,"1044212130864668673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","northontaborda",18,TRUE,FALSE,NA,NA
"219","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 13:08:51,FALSE,NA,"1044212066809237504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","allyquerler",18,TRUE,FALSE,NA,NA
"220","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 13:05:11,FALSE,NA,"1044211143856861185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Quarbie",18,TRUE,FALSE,NA,NA
"221","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 12:04:11,FALSE,NA,"1044195791202648064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabriellealvare",18,TRUE,FALSE,NA,NA
"222","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 11:38:00,FALSE,NA,"1044189202009780224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rhaymirandela",18,TRUE,FALSE,NA,NA
"223","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 10:57:09,FALSE,NA,"1044178921309261826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anaivets",18,TRUE,FALSE,NA,NA
"224","RT @arjcanella: @dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,0,NA,2018-09-24 10:39:05,FALSE,NA,"1044174375769956353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haodiogo",18,TRUE,FALSE,NA,NA
"225","@dosanjosgabriel E o Peru que em inglês se chama Turkey (Turquia) e na Turquia se chama Hindi (Índia)?",FALSE,265,"dosanjosgabriel",2018-09-24 07:11:23,FALSE,"1043506302687698944","1044122107502899200","28262454","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arjcanella",18,FALSE,FALSE,NA,NA
"226","RT @ValaAfshar: #ItCanWait and it can save your life https://t.co/fXIREA82oZ",FALSE,0,NA,2018-09-24 02:00:51,FALSE,NA,"1044043959083958272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Percy_Peru",763,TRUE,FALSE,NA,NA
"227","Hitler v Lennin: Peru mayoral election is a historical showdown https://t.co/XgzdolzAwU via @guardian",FALSE,0,NA,2018-09-23 14:02:39,FALSE,NA,"1043863216244379648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","poeboston",0,FALSE,FALSE,NA,NA
"228","NO es ético favorecer el ""sacar la vuelta"" señores @elcomercio_peru es lo que hace daño a las industrias y que los… https://t.co/LZiyQ3JaC3",FALSE,0,NA,2018-09-23 13:39:25,TRUE,NA,"1043857369149706240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","podcastandbiz",0,FALSE,FALSE,NA,NA
"229","Peru, Chile, Ecuador, and more . . . Explore where you can #staySonesta in South America. 
https://t.co/zn0oSaw3b7",FALSE,1,NA,2018-09-23 12:47:00,FALSE,NA,"1043844180043333633",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","SonestaHotels",0,FALSE,FALSE,NA,NA
"230","RT @ValaAfshar: My father abruptly immigrated to the US at age 44. He was a senior executive, spoke fluent English, but was unable to find…",FALSE,0,NA,2018-09-22 21:53:30,FALSE,NA,"1043619323049390082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Percy_Peru",331,TRUE,FALSE,NA,NA
